document_id,selected_occupation,source_type,source_name,source_reference,document_text
RAG_DOC_0550,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Calculate and prepare checks for utilities, taxes, and other payments.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0551,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Monitor status of loans and accounts to ensure that payments are up to date.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0552,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Reconcile records of bank transactions.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0553,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Compile budget data and documents, based on estimated revenues and expenses and previous budgets.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0554,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Compare computer printouts to manually maintained journals to determine if they match.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0555,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Transfer details from separate journals to general ledgers or data processing sheets.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0556,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Complete and submit tax forms and returns, workers' compensation forms, pension contribution forms, and other government documents.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0557,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0558,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0559,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Prepare purchase orders and expense reports.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0560,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Prepare trial balances of books.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0561,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0562,Bookkeeper,O*NET Task,O*NET,43-3031.00,"For Bookkeeper, O*NET lists the following occupational task: Maintain inventory records.. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)."
RAG_DOC_0563,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Manage and maintain executives' schedules.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0564,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Make travel arrangements for executives.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0565,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Prepare invoices, reports, memos, letters, financial statements, and other documents, using word processing, spreadsheet, database, or presentation software.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0566,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Coordinate and direct office services, such as records, departmental finances, budget preparation, personnel issues, and housekeeping, to aid executives.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0567,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Answer phone calls and direct calls to appropriate parties or take messages.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0568,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Prepare responses to correspondence containing routine inquiries.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0569,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Open, sort, and distribute incoming correspondence, including faxes and email.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0570,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Greet visitors and determine whether they should be given access to specific individuals.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0571,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Prepare agendas and make arrangements, such as coordinating catering for luncheons, for committee, board, and other meetings.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0572,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees, and boards of directors.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0573,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Perform general office duties, such as ordering supplies, maintaining records management database systems, and performing basic bookkeeping work.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0574,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: File and retrieve corporate documents, records, and reports.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0575,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0576,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Provide clerical support to other departments.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0577,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Attend meetings to record minutes.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0578,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Process payroll information.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0579,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Interpret administrative and operating policies and procedures for employees.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0580,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Set up and oversee administrative policies and procedures for offices or organizations.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0581,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Meet with individuals, special interest groups, and others on behalf of executives, committees, and boards of directors.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0582,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Compile, transcribe, and distribute minutes of meetings.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0583,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Supervise and train other clerical staff and arrange for employee training by scheduling training or organizing training material.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0584,Office Administrator,O*NET Task,O*NET,43-6011.00,"For Office Administrator, O*NET lists the following occupational task: Review operating practices and procedures to determine whether improvements can be made in areas such as workflow, reporting procedures, or expenditures.. O*NET occupation: Executive Secretaries and Executive Administrative Assistants (43-6011.00)."
RAG_DOC_0585,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0586,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Greet visitors or callers and handle their inquiries or direct them to the appropriate persons according to their needs.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0587,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Create, maintain, and enter information into databases.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0588,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Use computers for various applications, such as database management or word processing.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0589,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Operate office equipment, such as fax machines, copiers, or phone systems and arrange for repairs when equipment malfunctions.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0590,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0591,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0592,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Schedule and confirm appointments for clients, customers, or supervisors.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0593,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Maintain scheduling and event calendars.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0594,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0595,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Complete forms in accordance with company procedures.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0596,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Locate and attach appropriate files to incoming correspondence requiring replies.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0597,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Conduct searches to find needed information, using such sources as the Internet.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0598,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Open, read, route, and distribute incoming mail or other materials and answer routine letters.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0599,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0600,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Make copies of correspondence or other printed material.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0601,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Learn to operate new office technologies as they are developed and implemented.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0602,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Train and assist staff with computer usage.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0603,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Order and dispense supplies.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0604,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Prepare conference or event materials, such as flyers or invitations.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0605,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0606,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0607,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Establish work procedures or schedules and keep track of the daily work of clerical staff.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0608,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Provide services to customers, such as order placement or account information.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0609,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Prepare and mail checks.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0610,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Arrange conference, meeting, or travel reservations for office personnel.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0611,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Supervise other clerical staff and provide training and orientation to new staff.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0612,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Manage projects or contribute to committee or team work.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0613,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Coordinate conferences, meetings, or special events, such as luncheons or graduation ceremonies.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0614,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Mail newsletters, promotional material, or other information.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0615,Administrative Assistant,O*NET Task,O*NET,43-6014.00,"For Administrative Assistant, O*NET lists the following occupational task: Develop or maintain internal or external company Web sites.. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00)."
RAG_DOC_0616,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Check all load-related documentation for completeness and accuracy.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0617,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Inspect loads to ensure that cargo is secure.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0618,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Check vehicles to ensure that mechanical, safety, and emergency equipment is in good working order.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0619,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Crank trailer landing gear up or down to safely secure vehicles.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0620,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Obtain receipts or signatures for delivered goods and collect payment for services when required.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0621,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Maintain logs of working hours or of vehicle service or repair status, following applicable state and federal regulations.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0622,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Read bills of lading to determine assignment details.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0623,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Report vehicle defects, accidents, traffic violations, or damage to the vehicles.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0624,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Perform basic vehicle maintenance tasks, such as adding oil, fuel, or radiator fluid, performing minor repairs, or washing trucks.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0625,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Couple or uncouple trailers by changing trailer jack positions, connecting or disconnecting air or electrical lines, or manipulating fifth-wheel locks.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0626,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Maneuver trucks into loading or unloading positions, following signals from loading crew and checking that vehicle and loading equipment are properly positioned.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0627,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Collect delivery instructions from appropriate sources, verifying instructions and routes.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0628,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Drive trucks with capacities greater than 13 tons, including tractor-trailer combinations, to transport and deliver products, livestock, or other materials.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0629,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Read and interpret maps to determine vehicle routes.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0630,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Check conditions of trailers after contents have been unloaded to ensure that there has been no damage.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0631,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Operate equipment, such as truck cab computers, CB radios, phones, or global positioning systems (GPS) equipment to exchange necessary information with bases, supervisors, or other drivers.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0632,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Drive trucks to weigh stations before and after loading and along routes in compliance with state regulations.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0633,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Load or unload trucks or help others with loading or unloading, using special loading-related equipment or other equipment as necessary.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0634,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Plan or adjust routes based on changing conditions, using computer equipment, global positioning systems (GPS) equipment, or other navigation devices, to minimize fuel consumption and carbon emissions.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0635,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Perform emergency roadside repairs, such as changing tires or installing light bulbs, tire chains, or spark plugs.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0636,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Remove debris from loaded trailers.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0637,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Secure cargo for transport, using ropes, blocks, chain, binders, or covers.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0638,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Follow appropriate safety procedures for transporting dangerous goods.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0639,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Inventory and inspect goods to be moved to determine quantities and conditions.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0640,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0641,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0642,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Wrap and secure goods using pads, packing paper, containers, or straps.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0643,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Operate idle reduction systems or auxiliary power systems to generate power from alternative sources, such as fuel cells, to reduce idling time, to heat or cool truck cabins, or to provide power for other equipment.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0644,"Driver, Truck",O*NET Task,O*NET,53-3032.00,"For Driver, Truck, O*NET lists the following occupational task: Give directions to laborers who are packing goods and moving them onto trailers.. O*NET occupation: Heavy and Tractor-Trailer Truck Drivers (53-3032.00)."
RAG_DOC_0645,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Obey traffic laws and follow established traffic and transportation procedures.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0646,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Report any mechanical problems encountered with vehicles.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0647,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Verify the contents of inventory loads against shipping papers.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0648,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Inspect and maintain vehicle supplies and equipment, such as gas, oil, water, tires, lights, or brakes, to ensure that vehicles are in proper working condition.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0649,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Read maps and follow written or verbal geographic directions.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0650,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Load and unload trucks, vans, or automobiles.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0651,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Present bills and receipts and collect payments for goods delivered or loaded.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0652,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Maintain records, such as vehicle logs, records of cargo, or billing statements, in accordance with regulations.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0653,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Drive vehicles with capacities under three tons to transport materials to and from specified destinations, such as railroad stations, plants, residences, offices, or within industrial yards.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0654,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Turn in receipts and money received from deliveries.. O*NET occupation: Light Truck Drivers (53-3033.00)."
RAG_DOC_0655,Delivery Driver,O*NET Task,O*NET,53-3033.00,"For Delivery Driver, O*NET lists the following occupational task: Use and maintain the tools or equipment found on commercial vehicles, such as weighing or measuring devices.. O*NET occupation: Light Truck Drivers (53-3033.00)."
